type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage
coop,co_op,"Beautiful & Spacious Co-op in Prime Elmhurst! Welcome to this renovated 3 Bedroom, 2 Bathroom unit offering bright living space and a functional layout perfect for modern living. This apartment features hardwood floors, a kitchen with an island, and generous room sizes throughout. Enjoy the convenience of an elevator building with laundry on-site and subletting allowed. Ideally located close to Queens Center Mall, Costco, local restaurants, supermarkets, and major transportation.",579000.0,1250.0,,3.0,2.0,2.0,2.0,
single_family,,"Welcome to this beautifully maintained Colonial home located in the neighborhood of Old Howard Beach. This spacious and inviting residence blends traditional charm with modern updates, offering the perfect setting for comfortable family living. As you approach, youre greeted by an enclosed front porch - a perfect spot to relax with morning coffee or unwind at the end of the day. Step inside to discover a grand living room featuring a gas fireplace that creates a warm and welcoming atmosphere, ideal for entertaining or cozy evenings at home. The home also offers a formal dining room, perfect for family gatherings and holiday meals, and a newly renovated kitchen complete with modern cabinetry, sleek countertops, and stainless steel appliances - designed for both style and functionality. Upstairs, the second floor features four spacious bedrooms filled with natural light and a brand-new bathroom with contemporary finishes and elegant tile work. Each bedroom offers ample closet space and a comfortable layout for the whole family. The property includes a full basement, ideal for storage. Outside, youll find a private driveway and garage, providing convenient off-street parking, and a lovely backyard perfect for outdoor gatherings and summer barbecues above ground pool. Situated on a quiet residential block in Old Howard Beach, this home offers the best of suburban tranquility with easy access to shopping, schools, transportation, and the beautiful Jamaica Bay waterfront. This well-kept Colonial is truly move-in ready and offers timeless appeal in one of Queens most desirable neighborhoods. Dont miss this rare opportunity!",869000.0,1591.0,,4.0,1.0,1.0,1.0,1.0
single_family,,"Wow factor? Absolutely! Welcome to your dream home in Pearl River. Expanded, renovated and perfectly designed for today's lifestyle. Granite kitchen leading out to expansive, covered Trex deck that overlooks your outdoor oasis. Delight in your heated, inground pool with paver surround, entertain in style with an amazing outdoor kitchen, or just relax in the spa. Fully fenced in backyard with oversized, heated two car garage with loft and a separate pool cabana for all your toys. Inside the home continues to impress with three bedrooms and three full baths complemented by hardwood flooring throughout. Primary bedroom has 3 large closets all fitted with custom closet organizers. Main bath features a jetted tub, double sink vanity and heated flooring for the ultimate comfort. The walk out lower level has a fantastic family room with a stunning gas fireplace. Whole house water softener, reverse osmosis drinking water system, landscape irrigation system, 220 amp service and more. Situated close to downtown shops, train, parks, restaurants and all that is Pearl River.",699000.0,1664.0,,3.0,3.0,3.0,3.0,2.0
multi_family,,No description provided.,59900.0,1828.0,2.0,4.0,2.0,2.0,2.0,
single_family,,"OPEN HOUSE 1/31/26 CANCELED Welcome to this stunning 4-bedroom, 2.5-bath waterfront home offering total privacy and exceptional upgrades throughout. This truly unique property features a 38-foot floating dock and 65-foot bulkhead, ideal for boating, fishing, or relaxing while enjoying peaceful water views. Inside, the custom kitchen is a true showstopper, featuring quartz countertops, modern cabinetry, high-hat lighting, custom molding, and brand-new tile flooring-perfect for both everyday living and entertaining. The spacious entertainment room with a cozy fireplace provides the ideal gathering space for friends. The primary bedroom serves as a private retreat, complete with a newly tiled en-suite bath and tasteful finishes. Additional highlights include new tile floors throughout key living areas, generous bedroom sizes, and a thoughtfully designed layout that blends comfort, style, and functionality. Combining modern updates with rare waterfront privacy, this move-in-ready home is truly one of a kind. Don't miss the opportunity to make it yours!",1350000.0,2394.0,,4.0,3.0,2.0,2.0,
single_family,,"Charming 2-bedroom, 2-bath farmhouse set on 0.[Redacted Entity]. This inviting home blends classic character with modern comfort, offering a versatile layout and exceptional space both inside and out. Step into the large great room, highlighted by a stunning stone fireplace and abundant natural light. The main floor also includes a spare room that can easily function as a first-floor bedroom, home office, or flex space. Hardwood floors add timeless warmth, while durable vinyl plank flooring covers high-traffic areas for easy maintenance. The second floor features two comfortable bedrooms and a full bath. Enjoy peaceful country views from every window and ample outdoor space for gardening, pets, or relaxation. A rare find, the property includes an impressive storage capacity of 6-cars, perfect for car or outdoor sports enthusiasts, storage, or workshop needs. Just a half a mile to corridor trail C7J! If you're looking for a home with room to grow in a serene rural setting, this farmhouse delivers charm, functionality, and space in one package.",310000.0,1734.0,2.0,3.0,3.0,3.0,3.0,6.0
coop,co_op,"Top- floor 1- bedroom with large private balcony and water views. Features an eat-in kitchen, separate dining area, hardwood floors throughout and excellent closet space. Well- maintained building, with laundry room, seasonal pool, and parking available by waitlist. Convenient to Bay Terrace shopping, express bus to Manhattan, and LIRR.",288000.0,950.0,,1.0,1.0,1.0,1.0,1.0
multi_family,,"MULTIPLE OFFERS-HIGHEST & BEST-SUNDAY AT 12:00! This is your opportunity to invest in a meticulously maintained 2 family property in the heart of South Troy. This move in ready home comes with many updates and original charm. Some updates include a new roof (2025), hot water tank(2025), privacy fence (2025), wood burning fireplace insert (2024) and reverse osmosis filtration (2026). Both apartments boast beautiful original hardwood floors throughout, gas stoves and washer and dryer in each unit. The first floor includes 2 bedrooms, formal dining room, living room, and kitchen. The second floor has 3 bedrooms, formal dining room, living room, sunroom, and kitchen. The spacious double lot backs up to prospect park, Troy's hub for community activities. Conveniently located in between the East Side of Troy and Downtown, central to RPI, Hudson Valley, Russel Sage and all that Troy has to offer.",270000.0,2260.0,,5.0,2.0,2.0,2.0,
single_family,,.,799999.0,2098.0,3.0,3.0,3.0,2.0,2.0,1.0
single_family,,"Discover timeless charm in this traditional home located in Rotterdam Junction within the desirable Schalmont School District, just steps from the historic Mabee Farm. This 3-bedroom home with a versatile den downstairs features beautiful hardwood floors throughout and a freshly painted front porch, perfect for relaxing. A bright bay window alcove creates a cozy nook and fills the home with natural light. Enjoy outdoor living on the back deck overlooking the shed and spacious yard. Situated on a rare double lot, there's ample space to add a garage and driveway, garden, pool, or outdoor living space. Character, history, and opportunity combine in this inviting property-don't miss your chance to make it yours!",285000.0,1336.0,,3.0,1.0,1.0,1.0,
single_family,,"Welcome to this beautifully updated 1.5-story home offering 3 bedrooms and 1 full bath. Located in the Village of Lakewood, this property features a cozy front porch perfect for relaxing evenings and enjoying the neighborhood charm. Step inside to discover modern finishes throughout, highlighted by recessed lighting and an abundance of natural light that fills the space. The updated kitchen and living areas provide a fresh, contemporary feel while maintaining the home's original character. The bathroom has been completely renovated and now includes a sleek stand-up shower with integrated laundryadding convenience and style to your daily routine. Whether you're a first-time buyer, downsizing, or looking for a move-in-ready home close to village amenities, this property checks all the boxes. This property is being offered with two building lots for a total of three parcels.",179900.0,1014.0,2.0,3.0,1.0,1.0,1.0,
single_family,,"Completely Remodeled Cape Cod on 5 Acres with Expansive Garage Space. This stunning Cape Cod home has been completely remodeled, offering over 3,600 sq. ft. of living space and endless options for parking or storage-cars, boats, snowmobiles, UTVs, campers, and more. The heart of the home is a chef's dream kitchen: a massive open eat-in space with solid-surface countertops, a large center island, soft-close cabinetry, pull-out shelving, a walk-in pantry, all-new waterproof flooring, modern fixtures, and brand-new appliances. At the front of the home, the 30' x 17' living room features a gas fireplace with a marble surround and LED accent lighting. The first floor includes four bedrooms. The primary suite offers a spa-like full bath with a heated whirlpool tub, dimmable lighting, and his-and-her closets. Two additional bedrooms share a freshly remodeled full bath with top-notch finishes. The fourth bedroom-most recently used as an office-sits privately on the other side of the house. Upstairs, a unique entertainment space awaits with a fully stocked wet bar and DJ booth, wired and ready for your next disco party. Out back, enjoy a heated and insulated sunroom that leads to a deck with a gas grill hookup and power awning, overlooking a private backyard retreat. Car enthusiasts will appreciate the incredible garage space. Across the paved driveway sits a 65' x 48' Block building with overhead doors, electricity, a two-post lift, 10 ft. ceilings, and a heated office. If that's not enough, the home also offers a full basement with concrete floors and over head door, previously used to house up to 14 cars. Other features include whole house generator, all new windows, 4 zones, remotes for lighting and fans, wine cellar and more. All of this is set on [Redacted Entity], giving you privacy, space, and endless potential.",650000.0,3606.0,,4.0,4.0,2.0,2.0,14.0
single_family,,"Welcome to the heart of Jericho's most desirable East Birchwood neighborhood! This magnificent Colonial-style residence sits proudly on a 13,440 sq.ft. corner lot, offering nearly 3,000 sq.ft. of living space. Featuring 4 bedrooms, 4.5 bathrooms, a fully finished basement, and a two-car garage, the home is spacious, bright, and thoughtfully designed by a professional. In diamond condition, every detail reflects premium craftsmanship: high-end materials, custom-built features, and refined luxury throughout. The home is equipped with a whole-house generator, central air conditioning,6 Zones Heating System, central vacuum, gas heating and cooking, custom Andersen doors and windows, and pristine premium hardwood floors. First Floor: A chef's kitchen with top-of-the-line appliances, two dining areas (one of which can be used as a bedroom or home office), a formal living room, a study, a full bath, a powder room, and a laundry room. Second Floor: Four bright, well-appointed bedrooms, including a stunning master suite with soaring ceilings and a luxurious spa-style bath. All bedrooms feature multiple windows, tasteful color schemes, and beautifully designed built-in custom furniture. Outdoor Spaces: Professionally landscaped front yard with exquisite greenery and a private, serene backyard for relaxation or entertaining. Conveniently close to Jericho schools and library, this is a rare gem in one of the best locations-a home you simply cannot miss!",1780000.0,2990.0,,4.0,5.0,4.0,4.0,2.0
single_family,,"Charm galore! This updated move-in ready 2 story Newburgh home is conveniently located in the West End of the city. Enter by an enclosed three-season front porch. A modern open floor plan features a great room for living and dining and is separated by decorative columns and leads to a covered deck and fenced back yard. The chef's kitchen has updated appliances featuring a French door fridge, built-in microwave over range and sink under the window and garbage disposal. There is a half bath and laundry room off the kitchen. Upstairs has dedicated air conditioning unit and remodeled tiled bath, three good size bedrooms with ceiling fans and a walk-in closet in the primary. For energy efficiency, this home has solar panels and a whole-house generator. The back yard is fenced and features lighting and beautiful perennials. There is also a invisible fence for pet safety. Sitting on a double lot (60x150) this home is right off Broadway and near 84, NYS Thruway, 12 minutes to the Beacon Train Station and 5 minutes to Stewart International Airport. Close to schools, shopping, waterfront dining, new City Pool and recreation.",375000.0,1155.0,2.0,3.0,2.0,1.0,1.0,
multi_family,,"Prime Two-Family Investment Opportunity in Hempstead! [Redacted Entity]., Hempstead, NY 11550 Attention all- don't miss out on this exceptional new listing hitting the market! This versatile two-family home offers a rare investment opportunity with incredible potential, whether you're looking to occupy or generate rental income. This home has seen select renovations and updates throughout the years, including two separate boilers, hot water heaters, and electrical meters. The home also boasts a generous outdoor area and private parking lot (minimum 4+ cars), offering flexibility and added value. Key Highlights: - Legal two-family residence - Separate utilities (boilers, hot water systems, electrical meters) - Tenant-occupied with income potential - will be sold vacant. - Large outdoor space and off-street parking - Well-maintained with thoughtful updates - Additional storage space (2 rooms on first floor) Private showings by appointment only. Reach out today to secure your preview of this incredible opportunity!",650000.0,,,5.0,2.0,2.0,2.0,
single_family,,Brand new construction built in 2025; Single Family Home with 4 bedrooms and 4 and 1/2 bathrooms; 1 Bedroom located on the first floor with full bathroom; 3 bedrooms on the second floor with 2 full bathrooms; Full finished basement with 2 separate entrances and a legal full bathroom. Property has sprinkler system throughout; Home has mini split units for heat and AC. A must see!,829000.0,1425.0,,4.0,5.0,4.0,4.0,
single_family,,"Step inside this beautifully maintained Colonial-style home that seamlessly blends historic character with modern updates. This charming 4-bedroom, 2.5-bath, 1,910 sq ft residence features a beautifully renovated kitchen with stainless steel appliances, modern bathrooms, stained glass windows, and original woodwork and trim meticulously maintained and restored throughout, complemented by hardwood floors and ceramic tile flooring in the bathrooms. Major mechanical updates include a newer heating system and central air, while updated vinyl siding and a newer roof section provide peace of mind. Enjoy a finished walk-up attic offering flexible living or storage space and a full basement ideal for storage or potential finishing. Outdoor living is enhanced by a patio, fenced yard, and decorative stonework, including a patio grill area and stone paths that add charm and functionality. The detached garage features epoxy flooring, insulation, heat, and lighting, accommodating up to two vehicles, and original wood siding remains preserved beneath the current exterior. This is a rare opportunity to own a thoughtfully updated and maintained historic home that combines timeless charm with modern conveniences.",249000.0,1910.0,2.0,4.0,3.0,2.0,2.0,2.0
multi_family,,"Well maintained two unit property located on Groton Avenue in the City of Cortland. This property offers an excellent investment opportunity or owner occupant option with each unit featuring 3 bedrooms and 1 full bath. Both apartments include a spacious living room, eat in kitchen, and functional layout ideal for tenants or student housing.Conveniently located within walking distance to SUNY Cortland, downtown shops and restaurants, and in close proximity to Guthrie Cortland Medical Center. Situated at the base of the campus hill, this location is highly desirable for student or long term rental demand. The property offers ample off street parking to comfortably accommodate both units. There is a two car garage that could be repaired for additional covered parking or removed to create even more parking space if desired. Coin operated laundry is available on site for added income potential and tenant convenience. Property may be sold furnished. Strong rental history potential in a prime Cortland location.",179900.0,1894.0,2.0,6.0,2.0,2.0,2.0,2.0
condos,condo,"Welcome to this beautifully designed Atlantis Admiralty Townhouse offering comfort, style and functionality. The main level features a modern spacious kitchen with stainless steel appliances, a beautiful inviting living room featuring a wood burning fireplace, a perfectly placed cozy den, a formal dining room - perfect for gatherings and entertaining. A private office, a convenient half bath and a laundry area complete the first floor with style and practicality. Upstairs, the luxurious primary suite serves as a serene retreat with a beautiful, cozy sitting area complete with its own charming fireplace, a spa-inspired bathroom, and impressive walk-in closets. Two additional bedrooms and a full bathroom on the second floor offer generous space for family or guests. Step outside to your private patio - perfect for alfresco dining, entertaining or simply unwinding - with no neighbors behind for added peace and privacy. This exceptional home combines sophistication, comfort, and the best of Admiralty living. The Admiralty is unique with 320 acres and 160 homes. The amenities include a Marina, Tennis, Pickleball, Pool, Clubhouse, Fitness Room and an exceptional amount of parkland to walk and enjoy. The admiralty is attached to a Conservancy with access to the Great South Bay with a beach to soak up the sun!",1200000.0,2204.0,,3.0,3.0,2.0,2.0,1.0
multi_family,,"Queens Prime location- Ridgewood semi attached SOLID brick 3 bed. over 2 bedrooms with huge living room, FDR & EIK! Fully finished basement with separate entrance & laundry area - Needs work!! 18 x 58 Building size on a 25 x 100 lot with private enclosed driveway, 2 car garage! 1,275 Unused FAR to build!! R5B zone! New gas boiler and NO leases!! Low real estate taxes! near all shopping, trains, restaurants and more! Property diamond in the rough & needs work! Best deal in town- NO Mansion tax!!!",999999.0,2088.0,2.0,5.0,2.0,2.0,2.0,1.0
single_family,,"***4-Bedroom***2-Bath***Big Garage*** Classic brick colonial right in the heart of the Village of South Dayton. This all-brick home has plenty of space; large living room, formal dining room, spacious kitchen with side breakfast room, large sunken family room, 4 bedrooms, 2 bathrooms, cozy office and a full walk-up attic. The kitchen has plenty of counter & cupboard space and opens to the family room that features a fully functioning wood burning fireplace with insert, beautiful stonework, warm knotty pine, custom built-in wall unit and sliding doors that lead to the back covered deck. The home also features newer vinyl windows, hardwood floors, first floor laundry, 3 zone state-of-the-art boiler heating system and a brand-new water heater. With the full attic and dry basement, the home has plenty of storage space. The garage/barn has a nice workshop area with 220 electric, overhead door opener and even more bonus storage space on the second level. Enjoy your morning coffee on the classic front porch, covered back deck or enclosed sunroom. This home has a lot to offer and ready for the next owners to enjoy!",139900.0,2107.0,2.0,4.0,2.0,2.0,2.0,2.0
single_family,,"Fully renovated architect designed 4 bedroom, 3.5 bath cape in the Village of Saugerties. Mahogany Front Porch opens to a warm and inviting living and dining area with hardwood floors and custom window treatments. Fully equipped kitchen with updated appliances, bay window and built in breakfast nook. Large bedroom on the first floor doubles as an office space with transferable technology. Two Primary bedrooms on the second floor-One with en suite bathroom plus steam room. Every available space has been turned into useful storage areas. Many upgrades including Thermopane windows, new plumbing, on demand hot water, new electric, roof with full zoned electric deicer, security system, doubly insulated attic. Three zone heating system (one zone heat pump) and central air. Full basement with laundry area, workspace and entertainment room. Bluestone patio with built in fire pit shaded by a canopy of trees. One mile to the HITS Equestrian Center. Walking distance to the Historic District of Saugerties for shopping and restaurants. Property can be sold fully furnished and turn key with communications system for an additional negotiated price.",650000.0,1512.0,2.0,4.0,4.0,3.0,3.0,
townhomes,townhouse,"Discover a rare opportunity to own a single-family row house in Troy's most desirable neighborhood: Washington Park. This fully renovated, three-story residence perfectly blends historic charm with modern convenience. Sunlight floods the spacious interior, highlighting a welcoming living room with a custom fire feature-perfect for entertaining. The heart of the home extends outdoors to a gorgeous private courtyard, complete with perennial gardens ideal for summer cookouts. The second-floor primary suite is a true retreat, featuring a walk-in closet and convenient access to the laundry center. Additional highlights include a dedicated studio space, ample storage, a new roof, a new heating system, and a garage prepped for electric vehicle (EV) charging. Enjoy a walkable lifestyle steps from downtown Troy's best shops and restaurants. Property in an A12 Flood zone. Don't miss this opportunity!",549000.0,4917.0,,4.0,4.0,3.0,3.0,1.0
single_family,,"A Rare Find! 24 hour notice, tenants, need confirmation. This large brick home needs work and is being sold ""as-is""! Overlooking Wappingers Creek this wonderful brick cape has over 3100 sq ft of living space. Wonderful floor plan with large rooms, two kitchens, 2 living rooms one with fireplace, 3 baths plus family room. Possible accessory apartment, tax records include the apartment. Price reflects that it does need work, and is being sold ""as-is"". Cash preferred. Great find for the investor, handy homebuyer etc. Almost level, park-like property. Separate cabana (no pool includedJacuzzi does not stay ) detached garage. Upstairs is electric heat and no central air conditioning. The reminiscents of beautiful gardens surrounded by rhododendrons and some older perennials are peeping through the overgrowth. This home has so much potential, almost level property, High above the waterway with seasonal water views and the sound of the flowing creek from the deck! Private yet close to stores, restaurants, sports, hospitals, transportation, Walkway over the Hudson, etc! Great location near Vassar Rd and Rte 376. Large unfinished basement. Audio in use. Old Mill is a town road and the town plows. SQ ft, taxes, year built approximate.",449900.0,3156.0,2.0,4.0,3.0,3.0,3.0,1.0
single_family,,"2 BEDROOM 1 BATH SINGLE FAMILY TOWNHOUSE. NO HOA. CENTER OF THE SOUTH WEDGE AND PEARL-MEIGS-MONROE NEIGHBORHOODS! WALK TO THE SHOPS AND RESTAURANTS OF THE MOST POPULAR NEIGHBORHOODS. A SHORT WALK OR BIKE RIDE TO CENTER CITY, EAST AVE AND PARK AVE! FEATURES A LOFT AND SPIRAL STAIRCASE IN THE EN-SUITE BEDROOM PERFECT FOR HOME OFFICE OR A LARGE CLOSET/WARDROBE, FULL DINING ROOM, LIVING ROOM, FULL BASEMENT WITH LAUNDRY HOOK-UP.",154900.0,1386.0,2.0,2.0,1.0,1.0,1.0,
townhomes,townhouse,"OFFER HAS BEEN ACCEPTED. A Historic Opportunity in Hamilton Heights One of Harlems Most Architecturally Significant Enclaves Built in 1896, this elegant townhouse is part of a distinguished row of Renaissance Revival residences that defined the ambitions of late-19th-century New York. Designed for the citys emerging professional class, these homes combined refined architectural detail with the comfort and scale of modern urban living. Crafted in brick and brownstone with carved stone lintels, pressed-metal cornices, and wrought-iron stoops, the facade of [Redacted Entity] remains a testament to the artistry of the Gilded Age. Inside, the townhouse retains its original layout and proportions, a rare find in todays market. High ceilings, oversized windows, and ornate woodwork reflect the craftsmanship of an era when quality and permanence were valued. Every room tells a storyof the citys expansion northward, of families who built their lives in Hamilton Heights, and of a neighborhood that would later become known around the world as Sugar Hill, home to some of Harlems most celebrated cultural figures. Today, this property stands within the Hamilton Heights/Sugar Hill Historic District, a designated New York City Landmark. That status ensures its architecture will remain protected for future generations, preserving the very charm that gives this block its timeless character. Landmark designation also offers buyers the peace of mind that the streets historic integrity will be safeguarded against modern overdevelopment. Offered for the first time since 1977, [Redacted Entity] presents an extraordinary opportunity to restore and reimagine a genuine piece of New York history. The home requires a full renovation, offering the next owner the freedom to return it to its original grandeur as a single-family residence or thoughtfully modernize it with contemporary finishes. This is a rare opportunity to own a historic Harlem brownstone with a lasting architectural presence and future potential. Homes like this rarely come to market. We invite you to visit in person and experience the quiet beauty of this remarkable property for yourselfan heirloom of the citys past, ready for its next chapter. About the Property Building Width: 16 ft Building Depth: 55 ft Lot Depth: 74.92 ft Floors: 3 plus garden level and basement Gross Floor Area: approx. 3, 360 sq. ft. Land Use: One & Two Family Buildings Original Use: Two-Family Home Current Use: 16 Class B Units Certificate of No Harassment: Yes Zoning: R6A Commercial Overlay: C1-4 Transportation Subway: A, C, B, D, & 1 Bus: M3, M4, M5, Bx19, M100, M101 Nearby Parks Jackie Robinson Park St. Nicholas Park Donnellan Square Convent Garden Carmansville Playground",1399000.0,3360.0,,5.0,3.0,3.0,3.0,
single_family,,"Looking for a great opportunity? Currently listed for $144,160! This property has tons of potential and is average in living space size for the neighborhood. It is located close to main roads with easy access to local amenities, such as shopping, banking, schools, and various eateries. Per our BPO/TAX describes the property as a SFR (Colonial) built in 1890. It has a GLA of approx. 2809 and has 4 bedrooms and 1bath, FULL/UNFINISHED basement and 1-Det Garage. The property is on 14611 sq ft lot *** Seller cannot guarantee access at any given time. Offers may be made sight unseen ***",137000.0,2809.0,2.0,4.0,1.0,1.0,1.0,1.0
single_family,,DEVELOPMENT OPPORTUNITY - 22.8 ACRES CONSISTING OF TWO PARCELS - ONE HAS A SINGLE FAMILY HOME - POTENTIAL TO BUILD 24+ SINGLE FAMILY HOMES. PROPERTY WILL NOT BE DIVIDED - 2 TAX IDENTIFICATIONS. SEWER LINE THAT HAS NOT BEEN TAPPED (HOUSE IS CURRENLTY SEPTIC) SMALL AMOUNT OF WET LAND NEAR BULL CREEK - NORTH SIDE. STARPOINT SCHOOL DISTRICT - SUBJECT TO TOWN OF PENDLETON APPROVAL - AND ANY OTHER GOVERNMENT AGENCIES. This is a combination of 2 properties 293200--016-001 (15.00 ACRES) & 293200--065-011 (7.80 ACRES) The taxes and lot measurements are representative of the combined lots. Will NOT divide the lots. ACCESS FROM AIKEN ROAD - HOUSE MAY NEED TO BE REMOVED AS WELL AS SEVERAL OUT BUILDINGS FOR NEW ACCESS ROAD. Please NO Trespassing. (SEE #B1648648 LOT),2000000.0,1976.0,1.0,4.0,3.0,2.0,2.0,2.0
land,,Don't miss out on this rare opportunity! Enjoy 6+ acers that overlooks Conesus Lake that also has deeded lake access. This property is ready to build your dream home and offers public water and sewer connection from the road. This wooded property has a beautiful creek that runs through and many black walnut trees throughout that has yet to be logged. This income could help pay towards the property itself! Delayed negotiations till Tuesday 8/12 at 5 pm.,150000.0,,,,,,,
condos,condo,"Welcome to 1668 Route 9, Apt 4A in Wappingers Falls a beautifully located one-bedroom, one-bathroom condo offering the perfect blend of comfort, convenience, and lifestyle. This bright and inviting home is ideal for anyone looking to enjoy easy living in a prime Hudson Valley location. The layout is thoughtfully designed with a spacious living area, a cozy bedroom retreat, and a full bathroom perfect for relaxing after a long day. What truly sets this condo apart is its unbeatable location. Situated just steps from major shopping centers, restaurants, grocery stores, and everyday essentials, everything you need is right at your fingertips. Commuters will love being within 20 minutes of the train station, making travel to Beacon, Poughkeepsie, and NYC seamless and stress free. Wappingers Falls is known for its welcoming community, scenic surroundings, and proximity to parks, waterfront areas, and local attractions offering both convenience and quality of life. Whether youre a first-time buyer, downsizing, or looking for a smart investment, this condo checks all the boxes. Move in ready, perfectly located, and full of potential this is one you dont want to miss.",190000.0,800.0,,1.0,1.0,1.0,1.0,
single_family,,"In the Upper Red Hook neighborhood that weaves provincial farmland and rural residences into a tight knit community, this listing at the end of a quiet cul de sac has every amenity. Built in 1989 and situated at the end of a very long, private driveway on 7.5 rolling, park like acres, this gothic revival has been updated for modern living and is a 3000 square foot 4 bedroom 2.5 bathroom home that comes with a Gunite swimming pool, a spring fed pond, central AC, solar power and a newly reimagined eat-in kitchen in up-to-the-minute Scandi tones and textures. There are four expansive living rooms in the downstairs to accommodate a crowd in any configuration to suit your needs whether a sun lit dining room overlooking the pool, an office or music room and 2 living rooms, one with a wood burning stove surrounded by native stone overlooking the grounds for a cozy, clubby snow day. The bedrooms are all upstairs yet the fresh carpeting and largeness provide a quiet relief with a separate primary suite featuring a large spa like bathroom with a soaking tub bathed in morning sunlight. Outside, walk the grounds with friends, set up a Thanksgiving soccer match on the rear lawn or have a home brew next to the fire pit overlooking the pond out of earshot of the house. The basement has been finished to accommodate any hobbyist in their Upstate brewing recipes or a competitive match of ping pong with the in-laws in town. The garage has two very roomy car stalls both with electric openers.",1150000.0,3000.0,,4.0,3.0,2.0,2.0,2.0
land,,"Clear 0.30 acre lot with drilled well, septic and foundation. Extensive amount of paperwork issued by township. All paperwork will be given at time of transfer of title. Lot backs up to stream. Ideal location.",94900.0,,,,,,,
single_family,,"Opportunity knocks in Cambria Heights! This charming single-family home is now available - perfect for savvy investors or buyers looking to create their own vision. ?? Prime Location - Nestled on a quiet, tree-lined street in a sought-after Queens neighborhood known for its pride of ownership, close to parks, shopping, schools, and major highways. ? Whether you're seeking a rental investment, a future renovation project, or your next home, this property presents endless potential. Contact listing agent for details and to register your interest. Serious inquiries only.",650000.0,1050.0,,3.0,3.0,2.0,2.0,2.0
single_family,,". To-Be-Built Luxury Estate with Infinity Pool & Panoramic Catskill Views - Pine Plains, NY. Elevated high above the valley floor with sweeping, unobstructed Catskill Mountain views, this to-be-built custom estate is a rare opportunity in the heart of the Hudson Valley. Set on an extraordinary piece of land-offering total privacy and dramatic natural beauty-this 5,000+ square foot residence is being brought to life by a renowned local luxury builder and developer. Designed for both comfort and impact, the home features a dramatic two-story great room, a chef's kitchen with premium appliances, three statement-making fireplaces, and large, expansive windows and doors that flood the space with light while framing jaw-dropping views in every direction. This is truly an entertainer paradise, with unique conversation spaces, seamless indoor-outdoor flow, and a breathtaking infinity-edge pool set against the backdrop of the mountains. Just minutes from the charming village of Pine Plains, you'll enjoy access to Main Street's boutique shops, a vibrant arts scene, and world-style dining-including the celebrated Stissing House. Close to the Taconic State Parkway and 2 hrs. from Manhattan. House is still in framing phase. The time is now to work directly with the builder to choose finishes and selections. This luxury home builder and team will work directly alongside you through the entire process. Whether you're looking for a full-time residence, weekend escape, or luxury investment, this one-of-a-kind mountaintop retreat offers a lifestyle few will ever experience.",3995000.0,5000.0,,3.0,2.0,2.0,2.0,3.0
single_family,,"Don't miss this opportunity to own this well maintained charming single-family home nestled on a Double Lot located in the heart of Kaisertown. This flexible layout offers use as a 3 bedroom or 2 bedrooms with an in-law suite, making it ideal for the perfect property to call home. Features include Large 3 car garage with WBFP and loft for additional storage, updated eat-in kitchen, along with a bright and open living/dining room combo-great for entertaining. The home also features updated bathrooms, a full basement and attic, providing plenty of storage or the potential for additional finished space. Key features include: Roof sections ranging from 2 to 8 years old, Efficient furnace (approx. 12 years old), Updated windows in select areas and HWT only 6yrs old. This home offers great bones and lots of potential for customization.",199000.0,1931.0,,3.0,2.0,2.0,2.0,3.0
